GENE	LOEUF	pLI
TTC30A	1	0
PDE11A	1.4	0
RBM45	1.04	0
OSBPL6	0.2	1
PRKRA	0.56	0.42
DFNB59	1.15	0
FKBP7	1.7	0
PLEKHA3	0.7	0.02
TTN	0.35	0
CCDC141	1	0
SESTD1	0.27	1
ZNF385B	0.78	0
CWC22	0.47	0
UBE2E3	0.66	0.43
ITGA4	0.47	0
CERKL	1.54	0
NEUROD1	0.51	0.77
SSFA2	0.55	0
PPP1R1C	1.74	0
PDE1A	0.53	0.01
DNAJC10	0.63	0
FRZB	0.92	0
NCKAP1	0.04	1
DUSP19	1.24	0.01
NUP35	0.66	0.02
ZNF804A	0.48	0.01
FSIP2	0.51	0
ZC3H15	0.37	0.9
AC018867.1	1.93	0.07
ITGAV	0.44	0
FAM171B	0.41	0.49
ZSWIM2	1.25	0
CALCRL	0.3	0.99
TFPI	0.56	0.25
GULP1	0.46	0.69
DIRC1	NA	 NA
COL3A1	0.1	1
COL5A2	0.1	1
WDR75	0.54	0
SLC40A1	0.29	0.99
ASNSD1	1.47	0
ANKAR	1.07	0
OSGEPL1	0.99	0
AC013468.1	1.83	0.34
ORMDL1	1.16	0.12
PMS1	1.01	0
C2orf88	1.94	0
MSTN	0.52	0.51
HIBCH	1.19	0
INPP1	1.27	0
MFSD6	0.82	0
TMEM194B	0.99	0
NAB1	0.59	0.02
GLS	0.32	0.96
STAT1	0.19	1
STAT4	0.35	0.77
MYO1B	0.43	0
NABP1	1.36	0
SDPR	1.7	0
TMEFF2	0.74	0
SLC39A10	0.28	0.99
DNAH7	0.84	0
STK17B	0.71	0.01
HECW2	0.26	1
CCDC150	1.12	0
GTF3C3	0.59	0
C2orf66	1.83	0.01
PGAP1	0.6	0
ANKRD44	0.53	0.34
SF3B1	0.07	1
COQ10B	0.62	0.29
HSPD1	0.27	0.99
HSPE1	0.56	0.8
HSPE1-MOB4	0.31	0.97
MOB4	0.37	0.93
RFTN2	0.84	0
AC011997.1	1.92	0
MARS2	0.87	0
BOLL	0.58	0.06
PLCL1	0.48	0.01
SATB2	0.09	1
FTCDNL1	0.93	0.41
C2orf69	0.81	0.02
TYW5	1.24	0
C2orf47	1.28	0
SPATS2L	0.43	0.56
KCTD18	1.42	0
SGOL2	0.65	0
AOX1	0.94	0
BZW1	0.35	0.94
CLK1	0.77	0
PPIL3	0.4	0.9
NIF3L1	1.28	0
ORC2	0.36	0.84
FAM126B	0.46	0.18
NDUFB3	1.94	0
CFLAR	0.17	1
CASP10	1.29	0
CASP8	0.81	0
ALS2CR12	1.46	0
TRAK2	0.82	0
STRADB	0.69	0
ALS2CR11	0.73	0
TMEM237	1.25	0
MPP4	1.06	0
ALS2	0.52	0
CDK15	1.35	0
FZD7	0.61	0.09
AC079354.1	0.76	0
AC079354.2	NA	 NA
SUMO1	0.46	0.86
NOP58	0.55	0
BMPR2	0.19	1
FAM117B	0.66	0.01
ICA1L	0.64	0
WDR12	0.64	0
CARF	0.7	0
NBEAL1	0.65	0
CYP20A1	1.37	0
ABI2	0.46	0.43
RAPH1	0.22	1
CD28	0.71	0.36
CTLA4	0.33	0.94
ICOS	0.91	0.03
PARD3B	0.72	0
NRP2	0.47	0
INO80D	0.23	1
NDUFS1	0.81	0
EEF1B2	0.75	0.07
GPR1	1.48	0
ZDBF2	0.46	0.01
ADAM23	0.28	1
DYTN	1.29	0
MDH1B	1.18	0
FASTKD2	0.75	0
CPO	1.78	0
KLF7	0.24	0.98
CREB1	0.22	1
METTL21A	1.36	0
CCNYL1	0.49	0.59
FZD5	0.28	0.98
PLEKHM3	0.57	0
CRYGD	1.5	0
CRYGC	1.31	0
CRYGB	1.82	0
CRYGA	1.82	0
C2orf80	1.63	0
IDH1	1.33	0
PIKFYVE	0.39	0
PTH2R	1.39	0
MAP2	0.1	1
UNC80	0.31	0.05
RPE	1.21	0
KANSL1L	0.35	0.66
ACADL	1.16	0
MYL1	1.36	0
LANCL1	1.23	0
CPS1	0.52	0
ERBB4	0.27	1
IKZF2	0.29	0.99
SPAG16	1.71	0
VWC2L	0.8	0.13
BARD1	1.36	0
ABCA12	0.48	0
ATIC	1.25	0
FN1	0.34	0
MREG	1.49	0
PECR	1.29	0
TMEM169	0.89	0.01
XRCC5	0.15	1
4-Mar	0.57	0.13
SMARCAL1	0.61	0
RPL37A	1.49	0.01
IGFBP2	0.82	0.12
IGFBP5	0.29	0.96
TNP1	1.78	0.04
AC007557.1	1.43	0.48
DIRC3	1.95	0
TNS1	0.36	0.06
RUFY4	1.19	0
CXCR2	1.13	0.01
CXCR1	1.86	0
ARPC2	0.17	1
GPBAR1	1.95	0
AAMP	0.41	0.76
PNKD	1.14	0
TMBIM1	1.12	0
C2orf62	1.16	0
SLC11A1	1.35	0
CTDSP1	0.2	0.99
VIL1	0.86	0
USP37	0.19	1
RQCD1	0.28	0.99
PLCD4	0.9	0
ZNF142	0.79	0
BCS1L	1.24	0
RNF25	0.52	0.02
STK36	0.86	0
TTLL4	0.7	0
CYP27A1	1.38	0
PRKAG3	1.19	0
WNT6	0.83	0.02
WNT10A	1.37	0
CDK5R2	0.6	0.67
FEV	1.32	0.01
CRYBA2	1.26	0
CCDC108	0.78	0
IHH	0.61	0.31
NHEJ1	0.74	0
SLC23A3	0.77	0
CNPPD1	1.05	0
FAM134A	0.51	0.25
ZFAND2B	0.97	0
ABCB6	0.98	0
ATG9A	0.32	0.97
ANKZF1	1.24	0
GLB1L	0.97	0
STK16	0.92	0
TUBA4A	0.62	0.16
DNAJB2	1.03	0
PTPRN	0.58	0
RESP18	1.75	0
DNPEP	0.93	0
DES	0.6	0.01
SPEG	0.29	0.92
GMPPA	0.94	0
ASIC4	0.61	0
CHPF	0.51	0.15
TMEM198	0.56	0.41
OBSL1	0.88	0
INHA	1.02	0.01
STK11IP	0.86	0
SLC4A3	0.53	0
EPHA4	0.17	1
PAX3	0.47	0.24
CCDC140	NA	 NA
SGPP2	0.95	0
FARSB	0.56	0
MOGAT1	1.55	0
ACSL3	0.55	0
KCNE4	1.36	0.24
SCG2	0.85	0
AP1S3	1.08	0.02
WDFY1	0.75	0
MRPL44	1.64	0
SERPINE2	0.45	0.73
FAM124B	1.3	0
CUL3	0.23	1
DOCK10	0.39	0
NYAP2	0.71	0
IRS1	0.5	0.02
RHBDD1	1.71	0
COL4A4	0.62	0
COL4A3	0.52	0
MFF	0.57	0.07
TM4SF20	1.63	0
AGFG1	0.28	0.99
C2orf83	1.96	0
SLC19A3	0.59	0.1
CCL20	1.88	0
DAW1	0.81	0
SPHKAP	0.32	0.94
PID1	1.21	0
DNER	0.44	0.19
TRIP12	0.06	1
FBXO36	1.74	0
SLC16A14	0.72	0.01
SP110	0.94	0
SP140	0.59	0
SP140L	0.8	0
SP100	0.68	0
CAB39	0.63	0.07
ITM2C	0.5	0.7
GPR55	1.71	0
SPATA3	1.55	0
C2orf72	1.69	0.16
PSMD1	0.12	1
HTR2B	1.33	0
ARMC9	1.05	0
B3GNT7	0.49	0.71
AC017104.2	1.87	0.01
NCL	0.18	1
NMUR1	1.27	0
C2orf57	1.88	0.1
PTMA	1.23	0.03
PDE6D	1.02	0.01
COPS7B	0.49	0.6
NPPC	1.57	0.06
DIS3L2	0.33	0.94
ALPP	1.29	0
ALPPL2	1.31	0
ALPI	1.49	0
ECEL1	0.83	0
PRSS56	0.7	0
CHRND	0.98	0
CHRNG	1.32	0
TIGD1	1.16	0
EIF4E2	0.49	0.58
EFHD1	1.49	0.01
GIGYF2	0.08	1
KCNJ13	0.86	0.01
C2orf82	1.02	0.6
NGEF	0.39	0.66
AC106876.2	1.75	0.01
NEU2	1.93	0
INPP5D	0.31	0.97
ATG16L1	0.32	0.96
SAG	1.44	0
DGKD	0.37	0.07
USP40	0.93	0
UGT1A1	1.08	0
UGT1A10	1.74	0
UGT1A9	1.11	0
UGT1A7	1.46	0
UGT1A6	1.06	0
UGT1A5	1.29	0
UGT1A4	1.13	0
UGT1A3	1.33	0
UGT1A8	1.33	0
MROH2A	0.75	0
HJURP	0.79	0
TRPM8	1.04	0
SPP2	1.89	0
ARL4C	0.63	0.76
SH3BP4	0.57	0
AGAP1	0.23	1
AC064874.1	1.8	0.04
GBX2	0.56	0.71
ASB18	1.64	0
IQCA1	0.69	0
ACKR3	0.68	0.39
COPS8	0.49	0.72
AC112715.2	1.65	0.42
COL6A3	0.56	0
AC112721.1	1.89	0.3
MLPH	0.9	0
PRLH	1.86	0.11
RAB17	0.95	0.07
AC104667.3	1.85	0.01
LRRFIP1	0.68	0.02
RBM44	0.51	0
RAMP1	1.12	0.13
UBE2F	0.38	0.92
SCLY	1.15	0
ESPNL	0.94	0
KLHL30	1.22	0
FAM132B	1.28	0
ILKAP	0.3	0.98
AC016757.3	1.95	0
HES6	1.38	0.08
PER2	0.35	0.71
TRAF3IP1	0.74	0
ASB1	0.94	0
TWIST2	1.15	0.56
HDAC4	0.05	1
AC017028.1	1.82	0.01
AC062017.1	1.93	0
AC079612.1	1.61	0
AC093802.1	1.75	0.04
NDUFA10	1.1	0
OR6B2	1.44	0.02
PRR21	NA	 NA
OR6B3	1.9	0
MYEOV2	1.48	0
OTOS	1.93	0
GPC1	0.62	0.02
AC110619.2	1.66	0.01
ANKMY1	1.21	0
DUSP28	1.62	0.18
RNPEPL1	0.79	0
CAPN10	1	0
GPR35	1.51	0
AQP12B	1.79	0
AQP12A	1.53	0.02
KIF1A	0.14	1
AGXT	1.03	0
C2orf54	1.53	0
AC104809.3	0.84	0
SNED1	0.33	0.66
MTERFD2	1.1	0
PASK	0.96	0
PPP1R7	0.24	0.99
ANO7	1.37	0
HDLBP	0.15	1
2-Sep	0.5	0.29
FARP2	1.18	0
STK25	0.53	0.05
BOK	1.02	0.16
THAP4	0.5	0.28
ATG4B	0.34	0.96
DTYMK	1.54	0
ING5	0.48	0.62
D2HGDH	0.58	0.05
GAL3ST2	1.89	0
NEU4	1.61	0
PDCD1	0.66	0.42
CXXC11	1.93	0.02
AC131097.4	1.81	0.01
DEFB125	1.94	0.01
DEFB126	1.68	0.41
DEFB127	1.69	0.4
DEFB128	1.72	0.4
DEFB129	1.88	0.1
DEFB132	1.96	0
C20orf96	1.37	0
ZCCHC3	1.18	0.01
SOX12	0.47	0.86
NRSN2	1.57	0
TRIB3	1.89	0
RBCK1	0.45	0.13
TBC1D20	0.36	0.93
CSNK2A1	0.3	0.99
TCF15	1.3	0.52
SRXN1	1.49	0.07
RP5-850E9.3	1.59	0.44
SCRT2	0.39	0.91
SLC52A3	0.8	0.02
FAM110A	1.02	0.36
ANGPT4	1.32	0
RSPO4	1.59	0
PSMF1	1.5	0
TMEM74B	1.5	0
C20orf202	1.81	0.03
RAD21L1	0.8	0
SNPH	0.31	0.97
SDCBP2	1.38	0
AL136531.1	NA	 NA
FKBP1A	0.54	0.81
NSFL1C	0.59	0.05
SIRPB2	1.12	0
SIRPD	1.89	0
RP4-576H24.4	1.82	0
SIRPB1	1.63	0
SIRPG	1.75	0
SIRPA	0.43	0.67
PDYN	1.66	0
STK35	0.53	0.48
TGM3	0.69	0
TGM6	1.37	0
SNRPB	0.49	0.71
ZNF343	1.48	0.01
TMC2	1.15	0
NOP56	0.4	0.62
IDH3B	1.26	0
EBF4	0.7	0
CPXM1	0.91	0
TMEM239	1.64	0
C20orf141	1.73	0.04
TMEM239	1.57	0
PCED1A	0.6	0.09
VPS16	0.82	0
PTPRA	0.19	1
GNRH2	1.92	0
MRPS26	1.67	0
OXT	0.73	0.71
AVP	1.45	0.07
UBOX5	0.82	0
FASTKD5	0.92	0
LZTS3	0.23	1
DDRGK1	1.06	0
ITPA	1.35	0
SLC4A11	0.94	0
C20orf194	0.6	0
ATRN	0.2	1
GFRA4	1.47	0
ADAM33	0.92	0
SIGLEC1	1.23	0
HSPA12B	0.62	0
C20orf27	1.29	0.01
SPEF1	1.23	0
CENPB	0.18	1
CDC25B	0.42	0.36
AP5S1	1.79	0
MAVS	1.3	0
PANK2	0.97	0
RNF24	0.91	0.03
RP11-352D3.2	1.68	0.01
SMOX	0.47	0.4
ADRA1D	1.31	0
PRNP	1.3	0
PRND	1.68	0.01
PRNT	NA	 NA
RASSF2	1.01	0
SLC23A2	0.53	0.01
TMEM230	1.64	0
PCNA	0.26	0.98
CDS2	0.86	0
PROKR2	1.57	0
GPCPD1	0.42	0.2
C20orf196	1.01	0.17
CHGB	0.78	0
TRMT6	0.75	0
MCM8	0.95	0
CRLS1	0.93	0
LRRN4	1.34	0
FERMT1	0.85	0
BMP2	0.22	0.99
HAO1	1.15	0
TMX4	0.68	0.04
PLCB1	0.3	0.98
PLCB4	0.45	0
LAMP5	1.61	0
PAK7	0.17	1
ANKEF1	0.94	0
SNAP25	0.23	0.99
MKKS	1.28	0
SLX4IP	1.49	0
JAG1	0.15	1
C20orf187	1.91	0
BTBD3	0.57	0.13
SPTLC3	0.83	0
ISM1	0.7	0.01
TASP1	0.42	0.61
ESF1	0.46	0.02
NDUFAF5	1.2	0
SEL1L2	1.18	0
MACROD2	0.43	0.43
FLRT3	0.52	0.22
KIF16B	0.83	0
SNRPB2	0.8	0.05
OTOR	1.51	0
PCSK2	0.24	1
BFSP1	1.12	0
DSTN	0.72	0.55
RRBP1	0.68	0
BANF2	1.63	0.01
SNX5	0.66	0
OVOL2	0.57	0.71
MGME1	0.84	0
CSRP2BP	0.83	0
PET117	1.83	0.03
ZNF133	0.62	0
DZANK1	1.17	0
POLR3F	1.07	0
RBBP9	0.81	0.05
SEC23B	0.98	0
DTD1	1.04	0
C20orf78	1.18	0.55
SCP2D1	1.84	0.01
SLC24A3	0.35	0.88
RIN2	0.55	0
NAA20	1.03	0.01
CRNKL1	0.55	0
C20orf26	0.73	0
INSM1	0.81	0.27
RALGAPA2	0.59	0
XRN2	0.35	0.35
NKX2-4	1.54	0
NKX2-2	0.67	0.41
PAX1	0.5	0.7
FOXA2	0.48	0.74
SSTR4	1.96	0
THBD	0.79	0.05
CD93	1.24	0
NXT1	0.89	0.65
GZF1	0.65	0
NAPB	0.58	0.11
CSTL1	1.92	0
CST11	1.81	0
CST8	1.65	0
CST9L	1.98	0
CST9	1.89	0
CST3	1.6	0
CST4	1.93	0
CST1	1.96	0
CST2	1.94	0
CST5	1.89	0
GGTLC1	1.68	0
SYNDIG1	0.77	0.3
CST7	1.92	0
APMAP	1.29	0
ACSS1	0.76	0
VSX1	0.87	0.04
ENTPD6	0.82	0
PYGB	0.89	0
ABHD12	0.76	0
GINS1	1.28	0
NINL	1.09	0
NANP	1.53	0
ZNF337	1.62	0
FAM182B	1.9	0.09
FRG1B	1.26	0
DEFB115	1.95	0
DEFB116	1.95	0
DEFB118	1.88	0.1
DEFB119	1.88	0.1
DEFB121	1.88	0.1
DEFB123	1.68	0.41
DEFB124	1.84	0.11
REM1	1.44	0
HM13	0.43	0.69
ID1	1.84	0
COX4I2	1.34	0
BCL2L1	0.34	0.94
TPX2	0.22	1
MYLK2	0.48	0.23
FOXS1	0.86	0.23
DUSP15	1.5	0
TTLL9	1.28	0
PDRG1	1.55	0
XKR7	0.38	0.91
CCM2L	1.1	0
HCK	0.51	0.02
TM9SF4	0.25	1
PLAGL2	0.24	0.98
POFUT1	0.33	0.96
KIF3B	0.45	0.08
ASXL1	0.79	0
C20orf112	0.19	0.99
RP11-410N8.4	1.9	0.02
COMMD7	1.36	0
DNMT3B	0.38	0.2
MAPRE1	0.21	0.99
EFCAB8	0.77	0
SUN5	1.25	0
BPIFB2	1.29	0
BPIFB6	1.27	0
BPIFB3	1.25	0
BPIFB4	1.29	0
BPIFA2	1.5	0
BPIFA3	1.77	0
BPIFA1	1.64	0
BPIFB1	0.96	0
CDK5RAP1	1.36	0
SNTA1	0.71	0.01
CBFA2T2	0.26	1
NECAB3	0.83	0
C20orf144	1.95	0
ACTL10	1.41	0.08
E2F1	0.23	0.99
PXMP4	1.25	0
ZNF341	0.65	0
CHMP4B	0.3	0.96
RALY	0.64	0.14
EIF2S2	0.34	0.95
ASIP	1.58	0.02
AHCY	0.62	0.04
ITCH	0.22	1
DYNLRB1	1.02	0.16
MAP1LC3A	1.33	0.03
PIGU	0.86	0
NCOA6	0.27	1
TP53INP2	0.54	0.81
GGT7	0.3	0.98
ACSS2	0.9	0
GSS	0.79	0
MYH7B	0.94	0
TRPC4AP	0.37	0.55
EDEM2	0.78	0
PROCR	1.05	0.01
MMP24	0.41	0.68
EIF6	0.66	0.24
FAM83C	1.07	0
UQCC1	1.04	0
GDF5OS	1.26	0
GDF5	0.47	0.67
CEP250	0.65	0
C20orf173	1.44	0
ERGIC3	0.75	0
SPAG4	0.95	0
CPNE1	1.11	0
RBM12	0.82	0
NFS1	0.53	0.06
ROMO1	1.4	0.23
RBM39	0.2	1
PHF20	0.26	1
SCAND1	1.45	0.22
CNBD2	1.24	0
EPB41L1	0.34	0.88
AAR2	1.35	0
DLGAP4	0.29	0.99
MYL9	1.49	0.02
TGIF2	1.1	0.14
TGIF2-C20orf24	0.45	0.85
C20orf24	0.6	0.67
SLA2	0.73	0.08
NDRG3	0.45	0.37
DSN1	1.06	0
SOGA1	0.19	1
TLDC2	0.83	0.02
SAMHD1	0.94	0
RBL1	0.71	0
RBL1	1.91	0.08
MROH8	0.85	0
RPN2	0.46	0.11
GHRH	1.06	0.15
MANBAL	1.81	0.03
SRC	0.24	1
BLCAP	1.34	0.51
NNAT	0.94	0.4
CTNNBL1	0.51	0.01
VSTM2L	0.84	0.25
TTI1	0.82	0
RPRD1B	0.6	0.04
TGM2	1.19	0
KIAA1755	1.03	0
BPI	1.25	0
LBP	1.33	0
RALGAPB	0.11	1
ARHGAP40	0.81	0
SLC32A1	0.32	0.97
ACTR5	1.01	0
PPP1R16B	0.17	1
FAM83D	1.17	0
DHX35	1.13	0
MAFB	0.4	0.9
TOP1	0.06	1
PLCG1	0.41	0
ZHX3	0.5	0.05
LPIN3	0.87	0
EMILIN3	0.83	0
CHD6	0.07	1
PTPRT	0.18	1
SRSF6	0.37	0.91
L3MBTL1	0.78	0
SGK2	1.24	0
IFT52	0.87	0
MYBL2	0.44	0.12
GTSF1L	1.79	0
TOX2	0.63	0.03
JPH2	0.78	0
OSER1	0.95	0
GDAP1L1	0.55	0.45
FITM2	1.55	0
R3HDML	1.36	0
HNF4A	0.51	0.15
C20orf62	1.55	0.45
TTPAL	0.67	0.12
SERINC3	0.41	0.78
PKIG	1.32	0.51
ADA	1.32	0
WISP2	1.46	0
KCNK15	1.25	0.03
RIMS4	0.67	0.23
YWHAB	0.24	0.98
PABPC1L	0.62	0
TOMM34	0.71	0.01
STK4	0.52	0.01
KCNS1	0.67	0.11
WFDC5	1.24	0.03
WFDC12	1.72	0.04
PI3	1.66	0.17
SEMG1	1.03	0.36
SEMG2	1.59	0.06
SLPI	1.61	0
MATN4	1.02	0
RBPJL	1.08	0
SDC4	1.13	0
SYS1	0.96	0.07
TP53TG5	1.35	0
DBNDD2	0.96	0.01
PIGT	0.95	0
WFDC2	0.57	0.79
SPINT3	1.92	0.02
WFDC6	1.89	0
EPPIN-WFDC6	1.19	0
EPPIN	1.19	0
WFDC8	1.42	0
WFDC9	1.76	0.01
WFDC10A	1.94	0.01
WFDC11	1.71	0
WFDC10B	1.79	0.04
WFDC13	1.55	0.02
SPINT4	1.38	0.08
WFDC3	1.58	0
DNTTIP1	0.42	0.73
UBE2C	0.85	0.11
TNNC2	1.08	0.02
SNX21	1.45	0
ACOT8	1	0
ZSWIM3	0.76	0
ZSWIM1	1.65	0
SPATA25	1.45	0
NEURL2	1.71	0
CTSA	0.88	0
PLTP	1.04	0
PCIF1	0.15	1
ZNF335	0.5	0
MMP9	1.21	0
SLC12A5	0.14	1
NCOA5	0.21	1
CD40	0.42	0.85
CDH22	0.42	0.5
SLC35C2	0.87	0
ELMO2	0.56	0
ZNF334	1.08	0
OCSTAMP	1.12	0
SLC13A3	0.83	0
TP53RK	1.65	0
SLC2A10	1.39	0
EYA2	0.47	0.1
ZMYND8	0.13	1
AL031666.2	1.81	0
NCOA3	0.34	0.54
SULF2	0.44	0.01
PREX1	0.09	1
ARFGEF2	0.25	1
CSE1L	0.12	1
STAU1	0.17	1
DDX27	0.36	0.58
ZNFX1	0.25	1
KCNB1	0.12	1
PTGIS	1.1	0
B4GALT5	0.15	1
SLC9A8	1.01	0
SPATA2	0.29	0.98
RNF114	0.8	0.05
SNAI1	0.68	0.22
UBE2V1	1.37	0
TMEM189-UBE2V1	0.67	0.01
TMEM189	0.67	0.01
CEBPB	1.02	0.36
PTPN1	0.38	0.81
FAM65C	1.05	0
PARD6B	0.36	0.93
BCAS4	1.56	0
ADNP	0.12	1
DPM1	0.87	0
MOCS3	1.36	0
KCNG1	0.75	0.03
NFATC2	0.19	1
ATP9A	0.2	1
SALL4	0.1	1
ZFP64	0.76	0
TSHZ2	0.31	0.98
AL354993.1	1.81	0.03
ZNF217	0.15	1
BCAS1	0.86	0
CYP24A1	1.54	0
PFDN4	0.82	0.48
DOK5	0.83	0
CBLN4	1	0.17
MC3R	1.93	0
FAM210B	1.36	0.09
AURKA	0.39	0.87
CSTF1	0.34	0.95
CASS4	0.45	0.37
RTFDC1	0.84	0
GCNT7	0.9	0.09
FAM209A	1.42	0.08
FAM209B	1.9	0
TFAP2C	0.37	0.92
BMP7	0.57	0.13
SPO11	1.11	0
RAE1	0.19	1
MTRNR2L3	NA	 NA
RBM38	0.56	0.72
CTCFL	0.58	0
PCK1	1.29	0
ZBP1	1.6	0
PMEPA1	0.34	0.94
C20orf85	1.78	0
ANKRD60	1.7	0
RAB22A	0.68	0.1
VAPB	0.56	0.58
APCDD1L	0.77	0.06
STX16	0.48	0.48
NPEPL1	1.07	0
GNAS	0.37	0.68
NELFCD	0.44	0.18
CTSZ	1.92	0
TUBB1	1.35	0
ATP5E	1.79	0.01
SLMO2	0.78	0.14
ZNF831	0.74	0
EDN3	0.96	0.02
PHACTR3	0.26	1
SYCP2	0.18	1
FAM217B	NA	 NA
PPP1R3D	1.53	0
CDH26	1.24	0
C20orf197	1.64	0.42
CDH4	0.36	0.74
RP11-429E11.3	NA	 NA
TAF4	0.08	1
LSM14B	0.23	1
PSMA7	0.23	0.99
SS18L1	0.31	0.98
MTG2	0.93	0
HRH3	0.69	0.04
OSBPL2	0.48	0.13
ADRM1	0.17	1
LAMA5	0.31	0.01
RPS21	1.09	0.14
CABLES2	0.84	0
RBBP8NL	0.59	0.01
GATA5	0.63	0.28
C20orf166	1.93	0
RP11-93B14.6	1.92	0.08
SLCO4A1	1	0
NTSR1	1.37	0
MRGBP	0.35	0.93
OGFR	0.72	0.03
COL9A3	0.75	0
TCFL5	0.26	0.99
DIDO1	0.19	1
GID8	0.36	0.94
SLC17A9	1.39	0
BHLHE23	1.55	0.2
YTHDF1	0.24	0.99
BIRC7	1.34	0
NKAIN4	0.99	0.01
ARFGAP1	0.6	0
COL20A1	1.2	0
CHRNA4	0.82	0
KCNQ2	0.16	1
EEF1A2	0.19	1
PPDPF	1.94	0
PTK6	1.34	0
SRMS	1.52	0
C20orf195	1.44	0
HELZ2	0.47	0
GMEB2	0.24	0.99
STMN3	0.91	0.08
RTEL1	0.54	0
TNFRSF6B	1.77	0
ARFRP1	0.64	0.14
ZGPAT	0.78	0
LIME1	1.65	0
RP4-583P15.14	1.87	0.1
SLC2A4RG	0.68	0.22
ZBTB46	0.4	0.81
C20ORF135	1.82	0.12
ABHD16B	1.19	0
TPD52L2	1.01	0
DNAJC5	0.48	0.81
UCKL1	1.33	0
ZNF512B	0.21	1
SAMD10	1.29	0
PRPF6	0.44	0
SOX18	1.05	0.15
TCEA2	0.85	0
RGS19	0.29	0.96
OPRL1	0.62	0.48
C20orf201	1.88	0.03
MYT1	0.3	0.98
NPBWR2	1.78	0
PCMTD2	0.78	0.01
TPTE	1.45	0
POTED	1.8	0
LIPI	1.72	0
RBM11	1.17	0
HSPA13	0.69	0.02
SAMSN1	1.23	0
AF165138.7	1.81	0
NRIP1	0.28	0.99
USP25	0.33	0.75
C21orf37	1.81	0.03
CXADR	0.52	0.37
BTG3	0.38	0.92
C21orf91	0.96	0
CHODL	1.36	0
TMPRSS15	1.15	0
NCAM2	0.4	0.23
MRPL39	0.9	0
JAM2	0.7	0.01
ATP5J	1.43	0.01
GABPA	0.23	1
APP	0.42	0.05
CYYR1	1.78	0
ADAMTS1	0.37	0.72
ADAMTS5	0.7	0
N6AMT1	1.68	0
LTN1	0.37	0.01
RWDD2B	1.33	0
USP16	0.75	0
CCT8	0.33	0.96
MAP3K7CL	1.6	0
BACH1	0.43	0.57
GRIK1	0.72	0
CLDN17	1.83	0
CLDN8	1.58	0.02
KRTAP24-1	1.93	0
KRTAP25-1	NA	 NA
KRTAP26-1	1.78	0.14
KRTAP27-1	1.93	0.07
KRTAP23-1	NA	 NA
KRTAP13-2	1.95	0
KRTAP13-1	NA	 NA
KRTAP13-3	1.9	0.09
KRTAP13-4	1.87	0.31
KRTAP15-1	NA	 NA
KRTAP19-1	NA	 NA
KRTAP19-2	NA	 NA
KRTAP19-3	NA	 NA
KRTAP19-4	NA	 NA
KRTAP19-5	NA	 NA
KRTAP19-6	NA	 NA
KRTAP19-7	NA	 NA
KRTAP22-2	NA	 NA
KRTAP6-3	1.33	0.51
KRTAP6-2	1.9	0.02
KRTAP22-1	NA	 NA
KRTAP6-1	1.95	0
KRTAP20-1	NA	 NA
KRTAP20-4	NA	 NA
KRTAP20-2	NA	 NA
KRTAP20-3	NA	 NA
KRTAP21-3	NA	 NA
KRTAP21-2	NA	 NA
KRTAP21-1	1.81	0.35
KRTAP8-1	1.87	0.1
KRTAP11-1	1.6	0
KRTAP19-8	NA	 NA
TIAM1	0.3	0.96
SOD1	0.98	0.18
SCAF4	0.11	1
HUNK	0.26	1
MIS18A	0.99	0.01
MRAP	1.78	0
URB1	0.59	0
C21orf119	NA	 NA
AP000275.65	1.05	0
EVA1C	0.74	0
TCP10L	1.2	0
C21orf59	1.06	0
SYNJ1	0.33	0.43
PAXBP1	0.19	1
C21orf49	1.68	0.16
C21orf62	1.72	0
OLIG2	1.31	0.09
OLIG1	0.85	0.66
C21orf54	1.82	0
IFNAR2	1.12	0
AP000295.9	0.98	0
IL10RB	1.11	0
IFNAR1	1.21	0
IFNGR2	0.34	0.95
TMEM50B	0.92	0.03
DNAJC28	1.39	0
GART	0.5	0
SON	0.12	1
DONSON	0.91	0
AP000304.12	0.78	0.14
CRYZL1	1.17	0
ITSN1	0.22	1
ATP5O	0.78	0.06
MRPS6	1.69	0
SLC5A3	0.32	0.97
SLC5A3	0.32	0.97
KCNE2	1.94	0
SMIM11	0.95	0.62
C21orf140	1.24	0.01
AP000322.53	1.61	0.18
KCNE1	1.93	0
RCAN1	1.07	0.02
CLIC6	1.1	0
RUNX1	0.44	0.65
SETD4	1.25	0
AP000688.1	1.88	0.3
CBR1	1.53	0
CBR3	1.8	0
DOPEY2	0.63	0
MORC3	0.22	1
CHAF1B	0.43	0.43
AP000695.1	NA	 NA
CLDN14	1.75	0
SIM2	0.46	0.2
HLCS	0.88	0
RIPPLY3	1.38	0.08
PIGP	1.37	0
TTC3	0.89	0
DSCR3	1.06	0
DYRK1A	0.21	1
KCNJ6	0.51	0.54
DSCR4	1.92	0
DSCR8	1.96	0
KCNJ15	0.83	0.11
ERG	0.33	0.96
ETS2	0.2	1
PSMG1	0.92	0
BRWD1	0.22	1
HMGN1	0.91	0.21
WRB	1.22	0
LCA5L	1.05	0
SH3BGR	1	0
B3GALT5	1.76	0
C21orf88	1.44	0.22
IGSF5	1.68	0
PCP4	1.77	0
DSCAM	0.19	1
BACE2	0.69	0.01
FAM3B	1.54	0
MX2	0.8	0
MX1	1.21	0
TMPRSS2	0.94	0
RIPK4	0.59	0
